ACC_NUCCORE,Host_BIOSAMPLE,IsolationSource_BIOSAMPLE,sample_class
CP058799.1,Homo sapiens,blood,Human
CP045476.1,Homo sapiens,CA-MRSA blood site,Human
CP045475.1,Homo sapiens,CA-MRSA blood site,Human
CP047093.1,pig,,Animal
CP047092.1,pig,,Animal
CP047091.1,pig,,Animal
CP047090.1,pig,,Animal
CP058232.1,Homo sapiens,,Human
CP058234.1,Homo sapiens,,Human
CP040448.1,Homo sapiens,,Human
CP040447.1,Homo sapiens,,Human
CP040446.1,Homo sapiens,,Human
CP040445.1,Homo sapiens,,Human
CP056028.1,Homo sapiens,blood,Human
CP056027.1,Homo sapiens,blood,Human
CP056026.1,Homo sapiens,blood,Human
CP056025.1,Homo sapiens,blood,Human
CP049987.1,ground turkey,ground turkey,Env.
CP049985.1,ground turkey,ground turkey,Env.
CP049984.1,ground turkey,ground turkey,Env.
CP049982.1,ground turkey,ground turkey,Env.
CP049311.1,ground turkey,ground turkey,Env.
CP049309.1,chicken breast,chicken breast,Env.
CP049307.1,ground turkey,ground turkey,Env.
CP053703.1,Homo sapiens,blood,Human
CP049036.1,Apostichopus japonicus,Intestine content,Animal
CP049035.1,Apostichopus japonicus,Intestine content,Animal
CP049034.1,Apostichopus japonicus,Intestine content,Animal
CP049033.1,Apostichopus japonicus,Intestine content,Animal
CP049032.1,Apostichopus japonicus,Intestine content,Animal
CP049031.1,Apostichopus japonicus,Intestine content,Animal
CP049030.1,Apostichopus japonicus,Intestine content,Animal
CP049029.1,Apostichopus japonicus,Intestine content,Animal
CP054935.1,marine sediment,marine sediment,Env.
CP054934.1,marine sediment,marine sediment,Env.
CP054464.1,Homo sapiens,rectal swab from healthy college student,Human
CP054463.1,Homo sapiens,rectal swab from healthy college student,Human
CP054462.1,Homo sapiens,rectal swab from healthy college student,Human
CP054461.1,Homo sapiens,rectal swab from healthy college student,Human
CP054460.1,Homo sapiens,rectal swab from healthy college student,Human
CP054459.1,Homo sapiens,rectal swab from healthy college student,Human
CP054458.1,Homo sapiens,rectal swab from healthy college student,Human
CP054456.1,Homo sapiens,rectal swab from healthy college student,Human
CP054455.1,Homo sapiens,rectal swab from healthy college student,Human
CP054453.1,Homo sapiens,rectal swab from healthy college student,Human
CP054452.1,Homo sapiens,rectal swab from healthy college student,Human
CP054451.1,Homo sapiens,rectal swab from healthy college student,Human
CP054450.1,Homo sapiens,rectal swab from healthy college student,Human
CP052791.1,ground turkey,ground turkey,Env.
CP052790.1,ground turkey,ground turkey,Env.
CP054342.1,Homo sapiens,rectal swab from healthy college student,Human
CP054341.1,Homo sapiens,rectal swab from healthy college student,Human
CP054340.1,Homo sapiens,rectal swab from healthy college student,Human
CP054339.1,Homo sapiens,rectal swab from healthy college student,Human
CP054338.1,Homo sapiens,rectal swab from healthy college student,Human
CP054337.1,Homo sapiens,rectal swab from healthy college student,Human
CP054336.1,Homo sapiens,rectal swab from healthy college student,Human
CP054334.1,Homo sapiens,rectal swab from healthy college student,Human
CP054333.1,Homo sapiens,rectal swab from healthy college student,Human
CP054332.1,Homo sapiens,rectal swab from healthy college student,Human
CP054331.1,Homo sapiens,rectal swab from healthy college student,Human
CP054330.1,Homo sapiens,rectal swab from healthy college student,Human
CP054329.1,Homo sapiens,rectal swab from healthy college student,Human
CP054324.1,Homo sapiens,rectal swab from healthy college student,Human
CP054323.1,Homo sapiens,rectal swab from healthy college student,Human
CP054322.1,Homo sapiens,rectal swab from healthy college student,Human
CP054321.1,Homo sapiens,rectal swab from healthy college student,Human
CP054320.1,Homo sapiens,rectal swab from healthy college student,Human
CP054318.1,Homo sapiens,rectal swab from healthy college student,Human
CP054316.1,Homo sapiens,rectal swab from healthy college student,Human
CP054315.1,Homo sapiens,rectal swab from healthy college student,Human
CP054213.1,Mushroom compost,Mushroom compost,Env.
CP053919.1,insect,,Animal
CP045527.2,Homo sapiens,stool,Human
CP045525.2,Homo sapiens,stool,Human
CP053763.1,Homo sapiens,stool,Human
CP053762.1,Homo sapiens,stool,Human
CP053761.1,Homo sapiens,stool,Human
CP053760.1,Homo sapiens,stool,Human
CP053757.1,Homo sapiens,stool,Human
CP053756.1,Homo sapiens,stool,Human
CP053755.1,Homo sapiens,stool,Human
CP053754.1,Homo sapiens,stool,Human
CP053753.1,Homo sapiens,stool,Human
CP053752.1,Homo sapiens,stool,Human
CP052818.1,Chicken breasts,Chicken breasts,Env.
CP049180.1,Homo sapiens,,Human
CP049178.1,Homo sapiens,,Human
CP049176.1,Homo sapiens,stool,Human
CP049174.1,Homo sapiens,stool,Human
CP049186.1,Homo sapiens,stool,Human
CP049172.1,Homo sapiens,,Human
CP049170.1,Homo sapiens,stool,Human
CP049168.1,Homo sapiens,stool,Human
CP049166.1,Homo sapiens,,Human
CP049164.1,Homo sapiens,stool,Human
CP052840.1,chicken breast,chicken breast,Env.
CP052838.1,chicken breast,chicken breast,Env.
CP052836.1,chicken breast,chicken breast,Env.
CP052834.1,ground turkey,ground turkey,Env.
CP052832.1,Chicken wings,Chicken wings,Env.
CP052830.1,Chicken thighs,Chicken thighs,Env.
CP052828.1,ground turkey,ground turkey,Env.
CP052826.1,Chicken Breasts,Chicken Breasts,Env.
CP052824.1,Chicken thighs,Chicken thighs,Env.
CP052822.1,Chicken Wings,Chicken Wings,Env.
CP052820.1,Mixed parts,Mixed parts,Env.
CP052816.1,Chicken Breasts,Chicken Breasts,Env.
CP052814.1,ground turkey,ground turkey,Env.
CP052812.1,Chicken Breasts,Chicken Breasts,Env.
CP052810.1,Chicken Legs,Chicken Legs,Env.
CP052808.1,Chicken thighs,Chicken thighs,Env.
CP052806.1,Chicken Breasts,Chicken Breasts,Env.
CP052800.1,ground turkey,ground turkey,Env.
CP052799.1,ground turkey,ground turkey,Env.
CP052797.1,ground turkey,ground turkey,Env.
CP052795.1,Chicken Wings,Chicken Wings,Env.
CP052804.1,Chicken Legs,Chicken Legs,Env.
CP052802.1,ground turkey,ground turkey,Env.
CP052793.1,Chicken Breasts,Chicken Breasts,Env.
CP052788.1,ground turkey,ground turkey,Env.
CP052786.1,Chicken Legs,Chicken Legs,Env.
CP052784.1,Chicken Wings,Chicken Wings,Env.
CP052783.1,Chicken Wings,Chicken Wings,Env.
CP052781.1,Chicken Wings,Chicken Wings,Env.
CP052779.1,ground turkey,ground turkey,Env.
CP051676.1,Chicken Breasts,Chicken Breasts,Env.
CP052314.1,Homo sapiens,blood,Human
CP052313.1,Homo sapiens,blood,Human
CP052312.1,Homo sapiens,blood,Human
CP052311.1,Homo sapiens,blood,Human
CP052310.1,Homo sapiens,blood,Human
CP052364.1,Homo sapiens,blood,Human
CP052363.1,Homo sapiens,blood,Human
CP052223.1,Homo sapiens,blood,Human
CP052221.1,Homo sapiens,blood,Human
CP052220.1,Homo sapiens,blood,Human
CP052219.1,Homo sapiens,blood,Human
CP052218.1,Homo sapiens,blood,Human
CP052271.1,Homo sapiens,blood,Human
CP052270.1,Homo sapiens,blood,Human
CP052269.1,Homo sapiens,blood,Human
CP052196.1,Homo sapiens,blood,Human
CP052195.1,Homo sapiens,blood,Human
CP052194.1,Homo sapiens,blood,Human
CP052193.1,Homo sapiens,blood,Human
CP052212.1,Homo sapiens,blood,Human
CP052211.1,Homo sapiens,blood,Human
CP052210.1,Homo sapiens,blood,Human
CP052209.1,Homo sapiens,blood,Human
CP052208.1,Homo sapiens,blood,Human
CP052532.1,Homo sapiens,blood,Human
CP052531.1,Homo sapiens,blood,Human
CP052530.1,Homo sapiens,blood,Human
CP052529.1,Homo sapiens,blood,Human
CP052528.1,Homo sapiens,blood,Human
CP052527.1,Homo sapiens,blood,Human
CP052526.1,Homo sapiens,blood,Human
CP052525.1,Homo sapiens,blood,Human
CP052291.1,Homo sapiens,blood,Human
CP052290.1,Homo sapiens,blood,Human
CP052289.1,Homo sapiens,blood,Human
CP052288.1,Homo sapiens,blood,Human
CP052287.1,Homo sapiens,blood,Human
CP052300.1,Homo sapiens,blood,Human
CP052299.1,Homo sapiens,blood,Human
CP052298.1,Homo sapiens,blood,Human
CP052274.1,Homo sapiens,blood,Human
CP052273.1,Homo sapiens,blood,Human
CP052216.1,Homo sapiens,blood,Human
CP052215.1,Homo sapiens,blood,Human
CP052214.1,Homo sapiens,blood,Human
CP052264.1,Homo sapiens,blood,Human
CP052263.1,Homo sapiens,blood,Human
CP052180.1,Homo sapiens,blood,Human
CP052179.1,Homo sapiens,blood,Human
CP052178.1,Homo sapiens,blood,Human
CP052368.1,Homo sapiens,blood,Human
CP052367.1,Homo sapiens,blood,Human
CP052366.1,Homo sapiens,blood,Human
CP052240.1,Homo sapiens,blood,Human
CP052261.1,Homo sapiens,blood,Human
CP052260.1,Homo sapiens,blood,Human
CP052259.1,Homo sapiens,blood,Human
CP052308.1,Homo sapiens,blood,Human
CP052307.1,Homo sapiens,blood,Human
CP052171.1,Homo sapiens,blood,Human
CP052170.1,Homo sapiens,blood,Human
CP052169.1,Homo sapiens,blood,Human
CP052168.1,Homo sapiens,blood,Human
CP052166.1,Homo sapiens,blood,Human
CP052165.1,Homo sapiens,blood,Human
CP052164.1,Homo sapiens,blood,Human
CP052163.1,Homo sapiens,blood,Human
CP052161.1,Homo sapiens,blood,Human
CP052160.1,Homo sapiens,blood,Human
CP052159.1,Homo sapiens,blood,Human
CP052142.1,Homo sapiens,blood,Human
CP052141.1,Homo sapiens,blood,Human
CP052140.1,Homo sapiens,blood,Human
CP052139.1,Homo sapiens,blood,Human
CP052146.1,Homo sapiens,blood,Human
CP052145.1,Homo sapiens,blood,Human
CP052144.1,Homo sapiens,blood,Human
CP052137.1,Homo sapiens,blood,Human
CP052149.1,Homo sapiens,blood,Human
CP052148.1,Homo sapiens,blood,Human
CP052176.1,Homo sapiens,blood,Human
CP052572.1,Homo sapiens,blood,Human
CP052568.1,Homo sapiens,blood,Human
CP052567.1,Homo sapiens,blood,Human
CP052566.1,Homo sapiens,blood,Human
CP052768.1,Homo sapiens,blood,Human
CP052570.1,Homo sapiens,blood,Human
CP052559.1,Homo sapiens,blood,Human
CP052558.1,Homo sapiens,blood,Human
CP052556.1,Homo sapiens,blood,Human
CP052555.1,Homo sapiens,blood,Human
CP052554.1,Homo sapiens,blood,Human
CP052553.1,Homo sapiens,blood,Human
CP052552.1,Homo sapiens,blood,Human
CP052561.1,Homo sapiens,blood,Human
CP052564.1,Homo sapiens,blood,Human
CP052563.1,Homo sapiens,blood,Human
CP052550.1,Homo sapiens,blood,Human
CP052549.1,Homo sapiens,blood,Human
CP052548.1,Homo sapiens,blood,Human
CP052547.1,Homo sapiens,blood,Human
CP052545.1,Homo sapiens,blood,Human
CP052543.1,Homo sapiens,blood,Human
CP052542.1,Homo sapiens,blood,Human
CP052541.1,Homo sapiens,blood,Human
CP052540.1,Homo sapiens,blood,Human
CP052539.1,Homo sapiens,blood,Human
CP052538.1,Homo sapiens,blood,Human
CP052536.1,Homo sapiens,blood,Human
CP052535.1,Homo sapiens,blood,Human
CP052534.1,Homo sapiens,blood,Human
CP052509.1,Homo sapiens,blood,Human
CP052508.1,Homo sapiens,blood,Human
CP052507.1,Homo sapiens,blood,Human
CP052506.1,Homo sapiens,blood,Human
CP052504.1,Homo sapiens,blood,Human
CP052521.1,Homo sapiens,blood,Human
CP052502.1,Homo sapiens,blood,Human
CP052501.1,Homo sapiens,blood,Human
CP052500.1,Homo sapiens,blood,Human
CP052499.1,Homo sapiens,blood,Human
CP052482.1,Homo sapiens,blood,Human
CP052481.1,Homo sapiens,blood,Human
CP052480.1,Homo sapiens,blood,Human
CP052479.1,Homo sapiens,blood,Human
CP052477.1,Homo sapiens,blood,Human
CP052475.1,Homo sapiens,blood,Human
CP052474.1,Homo sapiens,blood,Human
CP052473.1,Homo sapiens,blood,Human
CP052472.1,Homo sapiens,blood,Human
CP052471.1,Homo sapiens,blood,Human
CP052470.1,Homo sapiens,blood,Human
CP052469.1,Homo sapiens,blood,Human
CP052497.1,Homo sapiens,blood,Human
CP052496.1,Homo sapiens,blood,Human
CP052495.1,Homo sapiens,blood,Human
CP052486.1,Homo sapiens,blood,Human
CP052485.1,Homo sapiens,blood,Human
CP052450.1,Homo sapiens,blood,Human
CP052493.1,Homo sapiens,blood,Human
CP052492.1,Homo sapiens,blood,Human
CP052491.1,Homo sapiens,blood,Human
CP052439.1,Homo sapiens,blood,Human
CP052438.1,Homo sapiens,blood,Human
CP052437.1,Homo sapiens,blood,Human
CP052436.1,Homo sapiens,blood,Human
CP052435.1,Homo sapiens,blood,Human
CP052403.1,Homo sapiens,blood,Human
